SECNAME,STARTDATE,ORGNAME,F029N,F008N,SECCODE,F049N,ENDDATE,F016N,F025N,F014N,F026N,F003N,F089N,F023N,F056N,F101N,F043N,F044N,F022N,F041N,F052N,F042N
淳中科技,2019-01-01,北京淳中科技股份有限公司,0.606,6.3576,603516,484.827,2019-12-31,13.056,0.424,13.718,4.474,0.872124,371252212.25,2.072,16.363,114178279.73,5.197,245.626,2.243,11.499,34.728,5.833
多伦科技,2018-01-01,多伦科技股份有限公司,0.32,2.3482,603528,161.256,2018-12-31,6.524,0.266,9.167,3.608,0.215265,550103603.12,0.577,3.242,133219238.25,2.229,110.759,1.801,28.705,8.128,2.882
多伦科技,2019-01-01,多伦科技股份有限公司,0.42,2.5516,603528,267.492,2019-12-31,7.202,0.328,9.591,4.005,0.244716,697875264.08,1.004,2.683,149510067.27,2.719,144.702,2.308,24.223,26.863,3.335
东尼电子,2018-01-01,浙江东尼电子股份有限公司,1.202,6.1615,603595,105.52,2018-12-31,8.607,0.651,13.112,1.836,0.807894,872403508.53,5.105,16.689,115385296.12,1.198,29.077,2.943,39.05,20.1,1.508
东尼电子,2019-01-01,浙江东尼电子股份有限公司,0.832,4.9548,603595,93.75,2019-12-31,-8.919,0.397,-13.992,1.266,-0.693293,660789816.56,3.505,30.559,-148441391.49,1.137,26.221,2.341,43.721,-24.256,1.337
徕木股份,2018-01-01,上海徕木电子股份有限公司,0.673,4.6747,603633,81.518,2018-12-31,3.686,0.369,5.93,1.028,0.277192,434356092.05,1.257,14.742,43368091.2,0.881,23.769,2.025,41.835,16.099,1.418
徕木股份,2019-01-01,上海徕木电子股份有限公司,0.686,3.7393,603633,65.013,2019-12-31,3.208,0.353,5.563,0.911,0.208003,465004694.74,1.148,9.76,42306043.65,0.713,9.153,1.812,44.895,7.056,1.25
苏州科达,2018-01-01,苏州科达科技股份有限公司,1.247,4.8114,603660,176.152,2018-12-31,14.216,1.083,18.583,17.178,0.894085,2453638455.18,1.832,32.685,321383105.04,2.329,44.521,3.53,31.995,34.414,3.077
苏州科达,2019-01-01,苏州科达科技股份有限公司,1.138,3.6235,603660,163.522,2019-12-31,3.336,0.932,4.991,12.178,0.180841,2546505667.29,1.927,11.482,88162997.31,1.706,33.936,2.611,35.872,3.785,2.422
火炬电子,2018-01-01,福建火炬电子科技股份有限公司,0.852,6.1379,603678,174.99,2018-12-31,9.426,0.573,11.992,3.386,0.736031,2024346910.95,2.884,13.349,335735720.14,2.272,26.201,2.507,24.667,7.214,2.951
火炬电子,2019-01-01,福建火炬电子科技股份有限公司,0.962,6.8769,603678,186.525,2019-12-31,9.335,0.629,12.253,3.952,0.842649,2569393412.72,2.741,17.595,386729722.03,2.025,40.992,2.529,27.978,26.925,2.682
七一二,2018-01-01,天津七一二通信广播股份有限公司,0.468,2.9178,603712,90.223,2018-12-31,5.393,0.39,9.986,2.916,0.291356,1625550380.74,0.534,31.035,224926573.34,0.91,22.371,1.488,52.386,9.449,1.713
七一二,2019-01-01,天津七一二通信广播股份有限公司,0.487,3.3138,603712,68.764,2019-12-31,6.774,0.42,13.498,3.895,0.447301,2140653347.67,0.537,15.514,345316672.44,0.839,18.634,1.659,53.185,31.688,1.669
沃格光电,2018-01-01,江西沃格光电股份有限公司,0.86,17.2294,603773,704.66,2018-12-31,11.225,0.497,9.697,1.717,1.670765,699797355.42,20.693,76.445,158046909.86,7.083,552.884,2.835,9.32,7.028,7.197
沃格光电,2019-01-01,江西沃格光电股份有限公司,0.494,17.0876,603773,528.137,2019-12-31,2.823,0.291,3.149,0.966,0.538128,524324061.46,18.058,0.666,50904512.75,5.357,395.697,2.506,10.661,-25.075,5.482
瑞斯康达,2018-01-01,瑞斯康达科技发展股份有限公司,0.754,5.8864,603803,177.665,2018-12-31,3.357,0.647,5.049,8.395,0.297222,2412930801.64,2.053,8.905,124335300.56,1.914,78.116,1.954,36.212,14.042,2.388
瑞斯康达,2019-01-01,瑞斯康达科技发展股份有限公司,0.787,6.2303,603803,179.206,2019-12-31,4.553,0.683,6.759,9.689,0.42109,2660080151.25,2.294,0.393,175572711.9,2.046,73.432,2.196,32.782,10.243,2.656
春秋电子,2018-01-01,苏州春秋电子科技股份有限公司,0.981,7.3548,603890,115.17,2018-12-31,4.568,0.746,7.7,5.286,0.566315,1774607107.22,5.169,14.951,108619155.41,1.346,50.842,2.861,44.534,2.011,1.626
春秋电子,2019-01-01,苏州春秋电子科技股份有限公司,1.126,5.5691,603890,99.851,2019-12-31,5.727,0.742,10.212,3.096,0.56874,2019407423.42,4.318,13.964,155737931.6,1.047,35.884,2.806,47.345,13.795,1.387
瑞芯微,2018-01-01,福州瑞芯微电子股份有限公司,0.877,4.081,603893,563.089,2018-12-31,11.772,0.779,12.716,45.177,0.518948,1270895141.8,1.855,14.21,192156232.16,5.722,514.201,12.662,13.184,1.628,7.811
瑞芯微,2019-01-01,福州瑞芯微电子股份有限公司,0.831,4.6342,603893,464.192,2019-12-31,10.761,0.74,11.93,49.188,0.552844,1407725738.37,2.258,18.58,204707014.67,4.718,430.453,15.672,16.863,10.766,5.751
世运电路,2018-01-01,广东世运电路科技股份有限公司,0.973,5.8453,603920,185.404,2018-12-31,7.473,0.717,9.437,3.028,0.551642,2167293686.74,7.971,11.023,225787977.79,2.544,109.539,4.11,24.741,10.734,2.828
世运电路,2019-01-01,广东世运电路科技股份有限公司,1.083,6.3171,603920,239.093,2019-12-31,9.911,0.735,12.704,2.459,0.802513,2438957177.5,8.029,8.699,328766425.03,2.502,145.281,3.888,25.109,12.535,2.779
睿能科技,2018-01-01,福建睿能科技股份有限公司,1.396,7.302,603933,124.629,2018-12-31,7.848,1.281,10.816,31.662,0.789808,1852983764.62,4.238,10.24,112002789.95,2.116,34.889,6.614,30.375,-2.956,2.98
睿能科技,2019-01-01,福建睿能科技股份有限公司,1.125,5.1667,603933,222.978,2019-12-31,2.048,1.005,2.897,25.46,0.149692,1477855379.39,3.58,-6.123,27788658.59,2.528,29.035,4.572,26.579,-20.245,3.322
博敏电子,2018-01-01,博敏电子股份有限公司,1.495,10.104,603936,71.182,2018-12-31,4.028,0.629,5.486,1.883,0.554323,1949051830.67,4.77,61.8,124737747.29,0.757,21.355,4.316,40.596,10.749,0.996
博敏电子,2019-01-01,博敏电子股份有限公司,1.577,7.8279,603936,80.519,2019-12-31,4.851,0.642,8.173,2.338,0.639786,2669288071.08,5.846,17.108,201557149.92,0.921,29.693,4.177,44.981,36.953,1.148
兆易创新,2018-01-01,北京兆易创新科技股份有限公司,1.404,6.6651,603986,170.764,2018-12-31,14.903,0.826,21.348,12.744,1.42285,2245786322.12,2.207,11.127,403977634.18,1.817,148.886,22.766,33.684,10.646,2.82
兆易创新,2019-01-01,北京兆易创新科技股份有限公司,1.381,16.2749,603986,322.75,2019-12-31,13.436,0.709,11.615,7.932,1.890277,3202917103.2,3.028,115.795,605274383.25,3.304,290.551,22.083,15.347,42.619,4.231
艾华集团,2018-01-01,湖南艾华集团股份有限公司,1.132,5.2809,603989,131.149,2018-12-31,10.583,0.767,14.503,3.044,0.765873,2165573917.78,4.074,42.155,299350903.04,2.817,35.323,3.844,36.715,20.813,3.472
艾华集团,2019-01-01,湖南艾华集团股份有限公司,0.895,5.4306,603989,164.718,2019-12-31,9.457,0.631,14.775,2.608,0.865766,2254389664.78,3.031,15.479,336532087.65,2.383,22.962,3.508,39.327,4.101,2.994
*ST中新,2018-01-01,中新科技集团股份有限公司,1.679,4.674,603996,90.746,2018-12-31,-1.701,1.459,-5.593,15.226,-0.261426,6731129499.68,5.624,-0.917,-78467076.81,0.962,9.683,3.694,69.449,1.138,1.3
*ST中新,2019-01-01,中新科技集团股份有限公司,0.18,-1.8281,603996,36.991,2019-12-31,-58.41,0.147,null,0.956,-6.502073,490717119.88,0.925,-54.478,-1951597114.32,0.51,1.774,0.457,126.249,-92.71,0.582
睿创微纳,2018-01-01,烟台睿创微纳技术股份有限公司,0.655,2.6128,688002,477.465,2018-12-31,14.799,0.454,12.443,2.323,0.325112,384104725.45,0.792,138.112,125171874.67,4.955,354.074,5.098,15.553,146.66,6.873
睿创微纳,2019-01-01,烟台睿创微纳技术股份有限公司,0.464,5.2629,688002,1239.181,2019-12-31,10.819,0.367,8.628,2.914,0.454081,684656330.91,1.256,113.575,202098173.49,13.161,1107.042,6.8,7.927,78.247,15.343
容百科技,2018-01-01,宁波容百新能源科技股份有限公司,1.356,7.8588,688005,199.806,2018-12-31,6.601,0.943,6.802,5.612,0.534515,3041260062.01,6.049,94.88,210970447.79,2.316,23.089,3.288,26.548,61.879,2.777
容百科技,2019-01-01,宁波容百新能源科技股份有限公司,1.253,9.7291,688005,181.347,2019-12-31,1.729,0.829,2.027,4.369,0.197202,4189669077.97,6.851,37.214,86425438.34,2.36,75.423,4.273,26.184,37.761,2.779
光峰科技,2018-01-01,深圳光峰科技股份有限公司,1.636,1.8665,688007,80.235,2018-12-31,11.377,0.891,24.72,4.143,0.461398,1385727211.09,2.512,99.822,211551211.44,0.886,59.551,14.506,60.12,72.014,1.286
光峰科技,2019-01-01,深圳光峰科技股份有限公司,1.305,4.3728,688007,247.765,2019-12-31,7.209,0.765,9.443,4.545,0.412923,1979148918.89,3.786,49.484,224376422.71,2.603,135.16,13.384,31.466,42.824,3.066
澜起科技,2018-01-01,澜起科技股份有限公司,0.638,3.5559,688008,925.281,2018-12-31,26.06,0.622,20.38,115.355,0.72468,1757664583.13,4.09,183.493,736878438.21,9.287,861.776,9.754,13.512,43.189,9.57
澜起科技,2019-01-01,澜起科技股份有限公司,0.295,6.4876,688008,2679.627,2019-12-31,15.598,0.291,12.727,68.388,0.825674,1737734714.98,3.262,86.113,932858391.73,26.892,2594.471,9.317,5.797,-1.134,27.452
新光光电,2018-01-01,哈尔滨新光光电科技股份有限公司,0.473,3.9734,688011,155.33,2018-12-31,12.437,0.357,24.388,2.343,0.969015,208409865.54,1.614,-38.726,72636578.17,1.823,18.844,1.465,32.895,14.48,2.225
新光光电,2019-01-01,哈尔滨新光光电科技股份有限公司,0.27,12.2393,688011,1672.354,2019-12-31,6.924,0.219,4.943,1.79,0.604941,191646501.64,1.522,193.516,60495777.72,17.012,159.709,1.223,6.015,-8.043,17.773
安集科技,2018-01-01,安集微电子科技(上海)股份有限公司,0.805,8.7057,688019,287.64,2018-12-31,11.428,0.63,12.967,5.013,1.128822,247848714.83,1.827,22.562,44962447.23,4.056,202.194,5.077,19.976,6.635,5.061
安集科技,2019-01-01,安集微电子科技(上海)股份有限公司,0.467,16.7124,688019,707.241,2019-12-31,9.245,0.401,7.419,5.744,1.239843,285410172.1,1.938,128.748,65846041.18,10.062,574.943,5.408,10.455,15.155,11.035
方邦股份,2018-01-01,广州方邦电子股份有限公司,0.83,6.9142,688020,1366.541,2018-12-31,28.217,0.662,28.24,6.272,1.952588,274707377.26,5.04,19.792,122970267.49,15.395,641.298,2.537,4.937,21.415,16.196
方邦股份,2019-01-01,广州方邦电子股份有限公司,0.326,19.0319,688020,4449.431,2019-12-31,12.715,0.288,8.45,5.297,1.608225,291693846.84,4.239,247.155,135225593.74,45.04,724.274,2.477,1.983,6.183,45.91
杰普特,2018-01-01,深圳市杰普特光电股份有限公司,1.082,8.5291,688025,200.971,2018-12-31,13.292,0.949,15.801,13.629,1.347659,666254240.69,1.68,45.325,93361037.0,2.055,132.013,6.086,28.994,5.197,3.193
杰普特,2019-01-01,深圳市杰普特光电股份有限公司,0.474,16.9976,688025,602.696,2019-12-31,4.882,0.429,4.118,9.647,0.699919,567679888.92,1.416,118.295,64650514.65,6.142,387.942,2.986,13.568,-14.795,7.227
传音控股,2018-01-01,深圳传音控股股份有限公司,2.82,5.4393,688036,84.689,2018-12-31,6.883,2.371,16.786,57.682,0.913025,22645881210.4,6.96,18.347,653802345.3,1.107,69.116,52.766,62.118,12.983,1.565
传音控股,2019-01-01,深圳传音控股股份有限公司,2.112,10.3175,688036,146.253,2019-12-31,12.765,1.804,21.727,35.461,2.241629,25345929613.02,6.535,71.384,1796601040.69,1.512,94.626,40.913,53.422,11.923,1.896
映翰通,2018-01-01,北京映翰通网络技术股份有限公司,0.999,6.4918,688080,367.651,2018-12-31,15.533,0.922,18.234,119.597,1.183727,276433248.37,3.094,15.59,46026529.62,3.844,164.47,2.753,20.583,20.594,4.408
映翰通,2019-01-01,北京映翰通网络技术股份有限公司,0.95,7.8705,688080,373.046,2019-12-31,14.777,0.847,16.727,116.766,1.316488,296652506.71,3.185,18.042,51836827.56,4.057,178.154,2.602,18.275,7.314,4.831
兴图新科,2018-01-01,武汉兴图新科电子股份有限公司,0.783,3.8018,688081,295.154,2018-12-31,15.906,0.747,20.115,25.903,0.764742,198136402.62,1.424,22.447,42213764.42,3.01,55.904,1.317,28.175,33.116,3.376
兴图新科,2019-01-01,武汉兴图新科电子股份有限公司,0.363,9.7003,688081,612.665,2019-12-31,9.132,0.353,7.268,25.302,0.705004,200371609.02,1.578,188.93,51888322.23,6.17,458.501,1.07,15.431,1.128,6.381
紫晶存储,2018-01-01,广东紫晶信息存储技术股份有限公司,0.656,5.3902,688086,254.052,2018-12-31,12.084,0.462,13.634,3.375,0.734887,401596347.39,3.708,91.166,104931155.95,3.113,108.472,1.45,32.5,28.336,3.38
紫晶存储,2019-01-01,广东紫晶信息存储技术股份有限公司,0.506,4.7168,688086,205.772,2019-12-31,10.409,0.39,15.349,4.35,0.965297,516332148.05,3.052,32.273,137830322.06,2.14,80.036,1.042,40.459,28.57,2.324
威胜信息,2018-01-01,威胜信息技术股份有限公司,0.77,2.9561,688100,233.961,2018-12-31,10.025,0.588,13.31,4.889,0.393455,1038641005.73,5.516,16.928,177157379.87,2.437,103.403,1.719,29.735,4.376,2.654
威胜信息,2019-01-01,威胜信息技术股份有限公司,0.709,3.4618,688100,181.412,2019-12-31,9.992,0.572,13.954,5.797,0.483056,1244051734.3,6.096,28.514,217727683.59,2.144,99.584,1.9,36.01,19.777,2.312
聚辰股份,2018-01-01,聚辰半导体股份有限公司,1.295,3.6715,688123,484.916,2018-12-31,22.502,1.278,22.874,217.978,0.839834,432192234.81,4.346,46.599,76115342.3,4.89,396.527,9.962,17.262,25.689,5.858
聚辰股份,2019-01-01,聚辰半导体股份有限公司,0.57,10.9921,688123,1720.8,2019-12-31,10.462,0.565,7.16,240.434,0.78703,513371895.61,5.006,252.057,95106151.48,17.27,1581.569,10.781,6.186,18.783,17.984
沪硅产业,2018-01-01,上海硅产业集团股份有限公司,0.862,1.6926,688126,68.384,2018-12-31,0.177,0.16,0.331,0.649,0.005603,1010445516.72,5.681,16.957,9679788.27,0.771,52.793,7.508,47.307,45.64,0.892
沪硅产业,2019-01-01,上海硅产业集团股份有限公司,1.002,2.7266,688126,47.919,2019-12-31,-1.071,0.178,-1.773,0.591,-0.048336,1492509837.86,4.111,46.034,-101258117.56,0.543,31.691,6.362,48.065,47.708,0.739
清溢光电,2018-01-01,深圳清溢光电股份有限公司,1.708,2.6534,688138,200.801,2018-12-31,9.65,0.627,11.807,1.061,0.313274,407364436.81,6.506,12.241,62654771.24,2.02,73.195,3.718,22.727,27.547,2.438
清溢光电,2019-01-01,深圳清溢光电股份有限公司,1.129,4.2102,688138,254.304,2019-12-31,6.976,0.476,6.257,1.265,0.263434,479650905.3,5.571,93.409,70284081.22,2.776,172.492,3.555,15.429,17.745,3.143
有方科技,2018-01-01,深圳市有方科技股份有限公司,1.163,6.3889,688159,168.007,2018-12-31,7.384,0.946,10.198,151.26,0.651521,557135550.87,5.228,72.608,43495208.68,1.848,35.343,2.29,42.817,11.657,2.246
有方科技,2019-01-01,深圳市有方科技股份有限公司,1.117,7.4562,688159,123.753,2019-12-31,6.293,0.902,10.642,144.349,0.793498,782167255.47,3.797,32.493,54560490.98,1.436,26.672,2.306,48.122,40.391,1.925
